Version
1.0
Number,Name,Retail,Wholesale,Section,Category,Discontinued,Taxable
027859,Brow Gel,10.0,5.0,1,Brow Gel,false,false
072825,CC Cream: Deep,20.0,10.0,1,CC Cream Sunscreen Broad Spectrum SPF 15,false,false
072823,CC Cream: Light-to-Medium,20.0,10.0,1,CC Cream Sunscreen Broad Spectrum SPF 15,false,false
072824,CC Cream: Medium-to-Deep,20.0,10.0,1,CC Cream Sunscreen Broad Spectrum SPF 15,false,false
072822,CC Cream: Very Light,20.0,10.0,1,CC Cream Sunscreen Broad Spectrum SPF 15,false,false
088084,City Modern: Nail Lacquer: Berry Stylish,9.0,4.5,1,City Modern Collection,false,false
088079,City Modern: Nail Lacquer: Gallery Gray,9.0,4.5,1,City Modern Collection,false,false
088086,City Modern: Nail Lacquer: Garden Terrace,9.0,4.5,1,City Modern Collection,false,false
088162,City Modern: Velvet Lip Crème: Berry Stylish,16.0,8.0,1,City Modern Collection,false,false
088164,City Modern: Velvet Lip Crème: Naturally Chic,16.0,8.0,1,City Modern Collection,false,false
088156,City Modern: Velvet Lip Crème: Oh So Currant,16.0,8.0,1,City Modern Collection,false,false
088329,Modern Collection Eye Color Palette: City Sophisticate,24.0,12.0,1,City Modern Collection,false,false
088332,Modern Collection Eye Color Palette: Metro Modern,24.0,12.0,1,City Modern Collection,false,false
083992,Cityscape Hair and Body Wash (for Him),20.0,10.0,1,Cityscape,false,false
085449,Cityscape Silkening Dry Oil Mist (for Her),20.0,10.0,1,Cityscape,false,false
083986,Cityscape Silkening Shower Gel (for Her),20.0,10.0,1,Cityscape,false,false
078697,Men's Fragrance: Cityscape Cologne Spray,50.0,25.0,1,Cityscape,false,false
078597,Women's Fragrance: Cityscape Eau de Parfum,50.0,25.0,1,Cityscape,false,false
055903,Brush Cleaner,10.0,5.0,1,Compacts/Brushes/Applicators/Bags,false,false
054132,Brush Collection,55.0,27.5,1,Compacts/Brushes/Applicators/Bags,false,false
053679,Brushes & Applicators: Cheek Brush,14.0,7.0,1,Compacts/Brushes/Applicators/Bags,false,false
015262,Brushes & Applicators: Compact Powder Brush,4.0,2.0,1,Compacts/Brushes/Applicators/Bags,false,true
015261,"Brushes & Applicators: Cosmetic Sponges, pk./2",3.0,1.5,1,Compacts/Brushes/Applicators/Bags,false,true
054041,Brushes & Applicators: Cream Eye Color/Concealer Brush,10.0,5.0,1,Compacts/Brushes/Applicators/Bags,false,true
015264,"Brushes & Applicators: Eye Applicators (one eye sponge, one eye brush), pk./2",2.0,1.0,1,Compacts/Brushes/Applicators/Bags,false,true
053681,Brushes & Applicators: Eye Color Brush,10.0,5.0,1,Compacts/Brushes/Applicators/Bags,false,false
053680,Brushes & Applicators: Eye Crease Brush,10.0,5.0,1,Compacts/Brushes/Applicators/Bags,false,false
053675,Brushes & Applicators: Eye Smudger Brush,10.0,5.0,1,Compacts/Brushes/Applicators/Bags,false,false
053682,Brushes & Applicators: Eyeliner/Eyebrow Brush,10.0,5.0,1,Compacts/Brushes/Applicators/Bags,false,false
053678,Brushes & Applicators: Powder Brush,16.0,8.0,1,Compacts/Brushes/Applicators/Bags,false,false
081999,Skinvigorate Cleansing Brush,50.0,25.0,1,Compacts/Brushes/Applicators/Bags,false,false
066328,"Skinvigorate Cleansing Brush Replacement Heads, pk./2",15.0,7.5,1,Compacts/Brushes/Applicators/Bags,false,false
034489,Travel Roll-Up Bag,35.0,17.5,1,Compacts/Brushes/Applicators/Bags,false,false
023469,Concealer: Beige 1,12.0,6.0,1,Concealer,false,false
023470,Concealer: Beige 2,12.0,6.0,1,Concealer,false,false
023471,Concealer: Bronze 1,12.0,6.0,1,Concealer,false,false
023472,Concealer: Bronze 2,12.0,6.0,1,Concealer,false,false
023467,Concealer: Ivory 1,12.0,6.0,1,Concealer,false,false
023468,Concealer: Ivory 2,12.0,6.0,1,Concealer,false,false
027243,Concealer: Yellow,12.0,6.0,1,Concealer,false,false
025874,Cream Eye Color: Apricot Twist,14.0,7.0,1,Cream Eye Color,false,false
025868,Cream Eye Color: Beach Blonde,14.0,7.0,1,Cream Eye Color,false,false
025873,Cream Eye Color: Coastal Blue,14.0,7.0,1,Cream Eye Color,false,false
025876,Cream Eye Color: Glacier Gray,14.0,7.0,1,Cream Eye Color,false,false
025870,Cream Eye Color: Iced Cocoa,14.0,7.0,1,Cream Eye Color,false,false
025871,Cream Eye Color: Meadow Grass,14.0,7.0,1,Cream Eye Color,false,false
025869,Cream Eye Color: Metallic Taupe,14.0,7.0,1,Cream Eye Color,false,false
025875,Cream Eye Color: Pale Blush,14.0,7.0,1,Cream Eye Color,false,false
025872,Cream Eye Color: Violet Storm,14.0,7.0,1,Cream Eye Color,false,false
022821,Lipstick: Amber Suede,15.0,7.5,1,Creme Lipstick,false,false
022827,Lipstick: Apple Berry,15.0,7.5,1,Creme Lipstick,false,false
022835,Lipstick: Apricot Glaze,15.0,7.5,1,Creme Lipstick,false,false
022829,Lipstick: Berry Kiss,15.0,7.5,1,Creme Lipstick,false,false
022826,Lipstick: Black Cherry,15.0,7.5,1,Creme Lipstick,false,false
022823,Lipstick: Downtown Brown,15.0,7.5,1,Creme Lipstick,false,false
022843,Lipstick: Dusty Rose,15.0,7.5,1,Creme Lipstick,false,false
022837,Lipstick: Frosted Rose,15.0,7.5,1,Creme Lipstick,false,false
022822,Lipstick: Gingerbread,15.0,7.5,1,Creme Lipstick,false,false
027585,Lipstick: Maple,15.0,7.5,1,Creme Lipstick,false,false
022832,Lipstick: Mocha Freeze,15.0,7.5,1,Creme Lipstick,false,false
027583,Lipstick: Pink Passion,15.0,7.5,1,Creme Lipstick,false,false
022845,Lipstick: Pink Satin,15.0,7.5,1,Creme Lipstick,false,false
022831,Lipstick: Pink Shimmer,15.0,7.5,1,Creme Lipstick,false,false
022836,Lipstick: Raisinberry,15.0,7.5,1,Creme Lipstick,false,false
050275,Lipstick: Really Red,15.0,7.5,1,Creme Lipstick,false,false
022850,Lipstick: Red,15.0,7.5,1,Creme Lipstick,false,false
022853,Lipstick: Rich Fig,15.0,7.5,1,Creme Lipstick,false,false
022830,Lipstick: Sheer Blush,15.0,7.5,1,Creme Lipstick,false,false
022839,Lipstick: Shell,15.0,7.5,1,Creme Lipstick,false,false
022847,Lipstick: Sunset,15.0,7.5,1,Creme Lipstick,false,false
022848,Lipstick: Sweet Nectar,15.0,7.5,1,Creme Lipstick,false,false
022838,Lipstick: Toffee,15.0,7.5,1,Creme Lipstick,false,false
022828,Lipstick: Whipped Berries,15.0,7.5,1,Creme Lipstick,false,false
029741,"Facial Cleansing Cloths, pk./30",15.0,7.5,1,Customized Skin Care/Specific Needs,false,true
029739,Indulge Soothing Eye Gel,16.0,8.0,1,Customized Skin Care/Specific Needs,false,true
029726,Oil-Free Eye Makeup Remover,15.0,7.5,1,Customized Skin Care/Specific Needs,false,false
072685,Satin Lips Lip Balm,10.0,5.0,1,Customized Skin Care/Specific Needs,false,true
031567,Satin Lips Lip Mask,10.0,5.0,1,Customized Skin Care/Specific Needs,false,true
033375,Satin Lips Set,18.0,9.0,1,Customized Skin Care/Specific Needs,false,true
074680,Eye Primer,12.0,6.0,1,Eye Primer,false,true
071868,Gel Eyeliner w/Expandable Brush: Jet Black,18.0,9.0,1,Eyeliner,false,false
019019,Facial Highlighting Pen: Shade 1,18.0,9.0,1,Facial Highlighting Pen,false,false
019029,Facial Highlighting Pen: Shade 2,18.0,9.0,1,Facial Highlighting Pen,false,false
019031,Facial Highlighting Pen: Shade 3,18.0,9.0,1,Facial Highlighting Pen,false,false
019033,Facial Highlighting Pen: Shade 4,18.0,9.0,1,Facial Highlighting Pen,false,false
054105,Foundation Primer SPF 15,18.0,9.0,1,Foundation Primer Sunscreen Broad Spectrum SPF 15,false,true
077871,EP Crème-to-Powder: Beige 1,18.0,9.0,1,Foundations,false,false
077872,EP Crème-to-Powder: Beige 2,18.0,9.0,1,Foundations,false,false
077873,EP Crème-to-Powder: Beige 3,18.0,9.0,1,Foundations,false,false
077874,EP Crème-to-Powder: Beige 4,18.0,9.0,1,Foundations,false,false
077875,EP Crème-to-Powder: Beige 5,18.0,9.0,1,Foundations,false,false
077876,EP Crème-to-Powder: Beige 6,18.0,9.0,1,Foundations,false,false
077877,EP Crème-to-Powder: Bronze 1,18.0,9.0,1,Foundations,false,false
077878,EP Crème-to-Powder: Bronze 2,18.0,9.0,1,Foundations,false,false
077879,EP Crème-to-Powder: Bronze 3,18.0,9.0,1,Foundations,false,false
077880,EP Crème-to-Powder: Bronze 4,18.0,9.0,1,Foundations,false,false
077881,EP Crème-to-Powder: Bronze 5,18.0,9.0,1,Foundations,false,false
077866,EP Crème-to-Powder: Ivory 1,18.0,9.0,1,Foundations,false,false
077867,EP Crème-to-Powder: Ivory 2,18.0,9.0,1,Foundations,false,false
077868,EP Crème-to-Powder: Ivory 3,18.0,9.0,1,Foundations,false,false
077869,EP Crème-to-Powder: Ivory 4,18.0,9.0,1,Foundations,false,false
077870,EP Crème-to-Powder: Ivory 5,18.0,9.0,1,Foundations,false,false
020031,Eau de Toilette Fragrance: Exotic Passionfruit,20.0,10.0,1,Fragrances,false,true
033691,Eau de Toilette Fragrance: Forever Orchid,20.0,10.0,1,Fragrances,false,false
020029,Eau de Toilette Fragrance: Simply Cotton,20.0,10.0,1,Fragrances,false,true
020028,Eau de Toilette Fragrance: Warm Amber,20.0,10.0,1,Fragrances,false,true
075680,Men's Fragrance: MK High Intensity Sport Cologne Spray,40.0,20.0,1,Fragrances,false,false
012494,Mens Fragrance: MK High Intensity Cologne Spray,40.0,20.0,1,Fragrances,false,true
250700,Mens Fragrance: Tribute for Men Cologne Spray,28.0,14.0,1,Fragrances,false,true
048515,Mens Fragrance: True Original Cologne Spray,36.0,18.0,1,Fragrances,false,false
028783,Men’s Fragrance: Domain Cologne Spray,38.0,19.0,1,Fragrances,false,true
192900,Women's Fragrance: Belara Eau de Parfum,38.0,19.0,1,Fragrances,false,true
067230,Women's Fragrance: Belara Midnight,38.0,19.0,1,Fragrances,false,false
012512,Women's Fragrance: Bella Belara Eau de Parfum,38.0,19.0,1,Fragrances,false,true
166700,Women's Fragrance: Journey Eau de Parfum,40.0,20.0,1,Fragrances,false,true
075084,Women's Fragrance: Thinking of Love Eau de Parfum,32.0,16.0,1,Fragrances,false,false
037726,Women's Fragrance: Thinking of You Eau de Parfum,32.0,16.0,1,Fragrances,false,false
089244,Bare Palette,65.0,32.5,1,Gifting Bundles,false,false
089245,Brush on Beautiful,65.0,32.5,1,Gifting Bundles,false,false
089246,Christmas Miracle (Combination/Oily),127.0,63.5,1,Gifting Bundles,false,false
089247,Christmas Miracle (Normal/Dry),127.0,63.5,1,Gifting Bundles,false,false
089243,Ready Set,36.0,18.0,1,Gifting Bundles,false,false
085640,Body Lotion & Lip Balm Gift Set - Berry & Cream,18.0,9.0,1,Holiday,false,false
085642,Body Lotion & Lip Balm Gift Set - Sugar & Spice,18.0,9.0,1,Holiday,false,false
085641,Body Lotion & Lip Balm Gift Set – Apple & Pear,18.0,9.0,1,Holiday,false,false
085820,Cream & Sugar Body Gift Set,25.0,12.5,1,Holiday,false,false
096893,Holiday 15 Active Order Product Bundle,451.0,225.5,1,Holiday,false,false
096894,Holiday 15 New Product Launch Bundle,185.0,92.5,1,Holiday,false,false
085949,Mary Kay At Play Little Delights Fragrance Mists,16.0,8.0,1,Holiday,false,false
085829,"Skinvigorate Cleansing Brush, Color",50.0,25.0,1,Holiday,false,false
085698,Thinking of You Body Lotion,20.0,10.0,1,Holiday,false,false
085998,True Original Hair and Body Wash,20.0,10.0,1,Holiday,false,false
046188,Lash & Brow Building Serum,36.0,18.0,1,Lash,false,true
046176,Lash Primer,15.0,7.5,1,Lash,false,true
048447,Lip Liner: Cappuccino,12.0,6.0,1,Lip Liner,false,false
048451,Lip Liner: Caramel,12.0,6.0,1,Lip Liner,false,false
048446,Lip Liner: Chocolate,12.0,6.0,1,Lip Liner,false,false
048453,Lip Liner: Clear,12.0,6.0,1,Lip Liner,false,false
048448,Lip Liner: Dark Chocolate,12.0,6.0,1,Lip Liner,false,false
048445,Lip Liner: Neutral,12.0,6.0,1,Lip Liner,false,false
048449,Lip Liner: Plum,12.0,6.0,1,Lip Liner,false,false
048450,Lip Liner: Soft Blush,12.0,6.0,1,Lip Liner,false,false
048452,Lip Liner: Spiced Tea,12.0,6.0,1,Lip Liner,false,false
092084,MKMen Skin Care Regimen Bundle,74.0,37.0,1,MKMen,false,false
060198,MKMen: Advanced Eye Cream,26.0,13.0,1,MKMen Skin Care,false,false
010338,MKMen: Cooling After-Shave Gel,15.0,7.5,1,MKMen Skin Care,false,true
055844,MKMen: Face Bar,12.0,6.0,1,MKMen Skin Care,false,true
010336,MKMen: Shave Foam,12.0,6.0,1,MKMen Skin Care,false,true
060794,Makeup Finishing Spray by Skindinävia,18.0,9.0,1,Makeup Finishing Spray by Skindinävia,false,false
054563,Lash Love Lengthening Mascara: I Love Black,15.0,7.5,1,Mascara,false,false
054564,Lash Love Lengthening Mascara: I Love Brown,15.0,7.5,1,Mascara,false,false
041481,Lash Love Mascara: I love black,15.0,7.5,1,Mascara,false,false
044465,Lash Love Waterproof Mascara: I love black,15.0,7.5,1,Mascara,false,true
044466,Lash Love Waterproof Mascara: I love brown,15.0,7.5,1,Mascara,false,true
017657,Ultimate Mascara: Black,15.0,7.5,1,Mascara,false,true
017658,Ultimate Mascara: Black Brown,15.0,7.5,1,Mascara,false,true
029396,Mechanical Mary Kay Brow Liner: Blonde,11.0,5.5,1,Mechanical Brow Liner,false,false
042002,Medium-Coverage Foundation: Beige 300,18.0,9.0,1,Medium-Coverage Foundation,false,false
042003,Medium-Coverage Foundation: Beige 302,18.0,9.0,1,Medium-Coverage Foundation,false,false
042004,Medium-Coverage Foundation: Beige 304,18.0,9.0,1,Medium-Coverage Foundation,false,false
042006,Medium-Coverage Foundation: Beige 400,18.0,9.0,1,Medium-Coverage Foundation,false,false
042007,Medium-Coverage Foundation: Beige 402,18.0,9.0,1,Medium-Coverage Foundation,false,false
042008,Medium-Coverage Foundation: Beige 404,18.0,9.0,1,Medium-Coverage Foundation,false,false
042009,Medium-Coverage Foundation: Bronze 500,18.0,9.0,1,Medium-Coverage Foundation,false,false
042010,Medium-Coverage Foundation: Bronze 504,18.0,9.0,1,Medium-Coverage Foundation,false,false
042011,Medium-Coverage Foundation: Bronze 507,18.0,9.0,1,Medium-Coverage Foundation,false,false
042012,Medium-Coverage Foundation: Bronze 600,18.0,9.0,1,Medium-Coverage Foundation,false,false
042013,Medium-Coverage Foundation: Bronze 607,18.0,9.0,1,Medium-Coverage Foundation,false,false
042014,Medium-Coverage Foundation: Bronze 708,18.0,9.0,1,Medium-Coverage Foundation,false,false
041995,Medium-Coverage Foundation: Ivory 100,18.0,9.0,1,Medium-Coverage Foundation,false,false
041996,Medium-Coverage Foundation: Ivory 104,18.0,9.0,1,Medium-Coverage Foundation,false,false
041998,Medium-Coverage Foundation: Ivory 200,18.0,9.0,1,Medium-Coverage Foundation,false,false
042001,Medium-Coverage Foundation: Ivory 204,18.0,9.0,1,Medium-Coverage Foundation,false,false
015263,Brushes & Applicators: Compact Cheek Brush,2.0,1.0,1,Mineral Cheek Color,false,true
040752,Compact Mini,17.0,8.5,1,Mineral Cheek Color,false,false
081354,Mineral Cheek Color Duo: Juicy Guava,18.0,9.0,1,Mineral Cheek Color,false,false
081351,Mineral Cheek Color Duo: Ripe Watermelon,18.0,9.0,1,Mineral Cheek Color,false,false
012956,Mineral Cheek Color: Bold Berry,12.0,6.0,1,Mineral Cheek Color,false,true
012983,Mineral Cheek Color: Cherry Blossom,12.0,6.0,1,Mineral Cheek Color,false,true
012965,Mineral Cheek Color: Golden Copper,12.0,6.0,1,Mineral Cheek Color,false,true
012974,Mineral Cheek Color: Shy Blush,12.0,6.0,1,Mineral Cheek Color,false,true
012980,Mineral Cheek Color: Strawberry Cream,12.0,6.0,1,Mineral Cheek Color,false,true
016243,Mineral Cheek Color: Sunny Spice,12.0,6.0,1,Mineral Cheek Color,false,true
013008,Mineral Eye Color: Amber Blaze,8.0,4.0,1,Mineral Eye Color,false,true
030111,Mineral Eye Color: Azure,8.0,4.0,1,Mineral Eye Color,false,false
068250,Mineral Eye Color: Ballerina Pink,8.0,4.0,1,Mineral Eye Color,false,false
068245,Mineral Eye Color: Brilliant Black,8.0,4.0,1,Mineral Eye Color,false,false
013035,Mineral Eye Color: Chocolate Kiss,8.0,4.0,1,Mineral Eye Color,false,true
013026,Mineral Eye Color: Coal,8.0,4.0,1,Mineral Eye Color,false,true
030105,Mineral Eye Color: Copper Glow,8.0,4.0,1,Mineral Eye Color,false,false
013044,Mineral Eye Color: Crystalline,8.0,4.0,1,Mineral Eye Color,false,true
068249,Mineral Eye Color: Driftwood,8.0,4.0,1,Mineral Eye Color,false,false
030110,Mineral Eye Color: Emerald,8.0,4.0,1,Mineral Eye Color,false,false
013047,Mineral Eye Color: Espresso,8.0,4.0,1,Mineral Eye Color,false,true
068253,Mineral Eye Color: French Roast,8.0,4.0,1,Mineral Eye Color,false,false
068247,Mineral Eye Color: Glistening Gold,8.0,4.0,1,Mineral Eye Color,false,false
046684,Mineral Eye Color: Gold Coast,8.0,4.0,1,Mineral Eye Color,false,true
013080,Mineral Eye Color: Granite,8.0,4.0,1,Mineral Eye Color,false,true
013068,Mineral Eye Color: Hazelnut,8.0,4.0,1,Mineral Eye Color,false,true
013032,Mineral Eye Color: Honey Spice,8.0,4.0,1,Mineral Eye Color,false,true
013095,Mineral Eye Color: Iris,8.0,4.0,1,Mineral Eye Color,false,true
030107,Mineral Eye Color: Lavender Fog,8.0,4.0,1,Mineral Eye Color,false,false
046679,Mineral Eye Color: Lime,8.0,4.0,1,Mineral Eye Color,false,true
028588,Mineral Eye Color: Midnight Star,8.0,4.0,1,Mineral Eye Color,false,false
013083,Mineral Eye Color: Moonstone,8.0,4.0,1,Mineral Eye Color,false,true
030106,Mineral Eye Color: Peacock Blue,8.0,4.0,1,Mineral Eye Color,false,false
046688,Mineral Eye Color: Polished Stone,8.0,4.0,1,Mineral Eye Color,false,true
013074,Mineral Eye Color: Precious Pink,8.0,4.0,1,Mineral Eye Color,false,true
068252,Mineral Eye Color: Rosegold,8.0,4.0,1,Mineral Eye Color,false,false
068227,Mineral Eye Color: Shimmering Lilac,8.0,4.0,1,Mineral Eye Color,false,false
026297,Mineral Eye Color: Silver Satin,8.0,4.0,1,Mineral Eye Color,false,false
068246,Mineral Eye Color: Sparkling White,8.0,4.0,1,Mineral Eye Color,false,false
016065,Mineral Eye Color: Spun Silk,8.0,4.0,1,Mineral Eye Color,false,true
046683,Mineral Eye Color: Sterling,8.0,4.0,1,Mineral Eye Color,false,true
068251,Mineral Eye Color: Stone,8.0,4.0,1,Mineral Eye Color,false,false
013020,Mineral Eye Color: Sweet Cream,8.0,4.0,1,Mineral Eye Color,false,true
013101,Mineral Eye Color: Sweet Plum,8.0,4.0,1,Mineral Eye Color,false,true
046681,Mineral Eye Color: Truffle,8.0,4.0,1,Mineral Eye Color,false,true
040986,Mineral Powder Foundation: Beige 0.5,20.0,10.0,1,Mineral Powder Foundation,false,true
040987,Mineral Powder Foundation: Beige 1,20.0,10.0,1,Mineral Powder Foundation,false,true
040988,Mineral Powder Foundation: Beige 1.5,20.0,10.0,1,Mineral Powder Foundation,false,true
040989,Mineral Powder Foundation: Beige 2,20.0,10.0,1,Mineral Powder Foundation,false,true
040990,Mineral Powder Foundation: Bronze 1,20.0,10.0,1,Mineral Powder Foundation,false,true
040991,Mineral Powder Foundation: Bronze 2,20.0,10.0,1,Mineral Powder Foundation,false,true
040992,Mineral Powder Foundation: Bronze 3,20.0,10.0,1,Mineral Powder Foundation,false,true
040993,Mineral Powder Foundation: Bronze 4,20.0,10.0,1,Mineral Powder Foundation,false,true
040994,Mineral Powder Foundation: Bronze 5,20.0,10.0,1,Mineral Powder Foundation,false,true
040983,Mineral Powder Foundation: Ivory 0.5,20.0,10.0,1,Mineral Powder Foundation,false,true
040984,Mineral Powder Foundation: Ivory 1,20.0,10.0,1,Mineral Powder Foundation,false,true
040985,Mineral Powder Foundation: Ivory 2,20.0,10.0,1,Mineral Powder Foundation,false,true
049584,Botanical Effects Hydrate Formula 1 (Dry Skin),16.0,8.0,1,Moisturization,false,false
049591,Botanical Effects Hydrate Formula 2 (Normal Skin),16.0,8.0,1,Moisturization,false,false
049594,Botanical Effects Hydrate Formula 3 (Oily Skin),16.0,8.0,1,Moisturization,false,false
072682,Extra Emollient Night Cream,14.0,7.0,1,Moisturization,false,false
031541,Intense Moisturizing Cream (Dry),32.0,16.0,1,Moisturization,false,false
060288,MKMen: Advanced Facial Hydrator SPF 30,24.0,12.0,1,Moisturization,false,false
031551,Oil-Free Hydrating Gel (Normal/Oily),32.0,16.0,1,Moisturization,false,false
026926,TimeWise Age-Fighting Moisturizer (Combination/Oily),24.0,12.0,1,Moisturization,false,true
026925,TimeWise Age-Fighting Moisturizer (Normal/Dry),24.0,12.0,1,Moisturization,false,true
054102,TimeWise Age-Fighting Moisturizer Sunscreen SPF 30,24.0,12.0,1,Moisturization,false,true
093994,Discover What You Love Travel Roll-Up Bag,10.0,5.0,1,New & Ltd Edition,false,false
082253,Eyeliner: MK Black,12.0,6.0,1,New & Ltd Edition,false,false
082250,Eyeliner: MK Deep Brown,12.0,6.0,1,New & Ltd Edition,false,false
082255,Eyeliner: MK Steely,12.0,6.0,1,New & Ltd Edition,false,false
086904,MKMen Daily Facial Wash,16.0,8.0,1,New & Ltd Edition,false,false
093886,MKMen Skin Care Regimen Bundle,78.0,39.0,1,New & Ltd Edition,false,false
081353,Mineral Cheek Color Duo: Spiced Poppy,18.0,9.0,1,New & Ltd Edition,false,false
075233,Mineral Eye Color Quad: Autumn Leaves,20.0,10.0,1,New & Ltd Edition,false,false
075234,Mineral Eye Color Quad: Black Ice,20.0,10.0,1,New & Ltd Edition,false,false
075231,Mineral Eye Color Quad: Chai Latte,20.0,10.0,1,New & Ltd Edition,false,false
075232,Mineral Eye Color Quad: Sandstorm,20.0,10.0,1,New & Ltd Edition,false,false
082924,NouriShine Plus Lip Gloss: Create Change,15.0,7.5,1,New & Ltd Edition,false,false
082925,NouriShine Plus Lip Gloss: In Harmony,15.0,7.5,1,New & Ltd Edition,false,false
088355,Sheer Dimensions Powder: Lace,34.0,17.0,1,New & Ltd Edition,false,false
088357,Sheer Dimensions Powder: Pearls,34.0,17.0,1,New & Ltd Edition,false,false
050165,Sun Care After-Sun Replenishing Gel,14.0,7.0,1,New & Ltd Edition,false,false
072745,TimeWise Miracle Set: Combination/Oily,95.0,47.5,1,New & Ltd Edition,false,false
072750,TimeWise Miracle Set: Normal/Dry,95.0,47.5,1,New & Ltd Edition,false,false
081718,True Dim Sheer Lipstick: Arctic Apricot,18.0,9.0,1,New & Ltd Edition,false,false
